Buchungs_ID;Personen_FS;Land_FS;Ankunft;Abreise
1;2;0;2015-05-04 00:00:00;2015-05-05 00:00:00
6;5;0;2015-05-15 00:00:00;2015-05-19 00:00:00
7;6;0;2015-05-15 00:00:00;2015-05-19 00:00:00
8;3;0;2015-05-15 00:00:00;2015-05-19 00:00:00
9;4;0;2015-05-15 00:00:00;2015-05-19 00:00:00
11;7;115;2015-10-14 00:00:00;2015-10-20 00:00:00
12;8;186;2015-09-22 00:00:00;2015-09-25 00:00:00
13;9;186;2015-04-30 00:00:00;2015-05-01 00:00:00
14;10;115;2015-08-08 00:00:00;2015-08-09 00:00:00
15;11;0;2015-06-03 00:00:00;2015-06-04 00:00:00
17;13;0;2015-06-17 00:00:00;2015-06-18 00:00:00
18;14;193;2015-07-09 00:00:00;2015-07-10 00:00:00
19;15;0;2015-04-25 00:00:00;2015-04-26 00:00:00
20;16;115;2015-07-17 00:00:00;2015-07-18 00:00:00
22;18;170;2015-07-23 00:00:00;2015-07-24 00:00:00
23;19;164;2015-09-22 00:00:00;2015-09-24 00:00:00
24;20;186;2015-09-24 00:00:00;2015-09-25 00:00:00
25;22;186;2015-10-01 00:00:00;2015-10-02 00:00:00
26;25;0;2015-05-15 00:00:00;2015-05-16 00:00:00
27;26;0;2015-05-06 00:00:00;2015-05-20 00:00:00
29;28;138;2015-12-01 00:00:00;2015-12-03 00:00:00
30;30;0;2015-06-06 00:00:00;2015-06-09 00:00:00
31;31;0;2015-06-19 00:00:00;2015-06-20 00:00:00
32;32;198;2015-07-01 00:00:00;2015-07-02 00:00:00
34;33;198;2015-08-28 00:00:00;2015-08-29 00:00:00
35;34;198;2015-08-11 00:00:00;2015-08-17 00:00:00
36;35;198;2015-08-19 00:00:00;2015-08-20 00:00:00
37;36;129;2015-07-17 00:00:00;2015-08-04 00:00:00
38;37;122;2015-06-26 00:00:00;2015-07-04 00:00:00
39;3;0;2015-05-15 00:00:00;2015-05-19 00:00:00
41;40;193;2015-06-27 00:00:00;2015-06-28 00:00:00
42;41;0;2015-06-26 00:00:00;2015-06-27 00:00:00
43;42;115;2015-07-08 00:00:00;2015-07-09 00:00:00
44;43;186;2015-08-26 00:00:00;2015-08-27 00:00:00
45;44;186;2015-08-27 00:00:00;2015-08-29 00:00:00
48;47;198;2015-10-19 00:00:00;2015-10-22 00:00:00
49;48;115;2015-10-11 00:00:00;2015-10-13 00:00:00
50;50;198;2015-07-11 00:00:00;2015-07-12 00:00:00
52;51;198;2015-09-11 00:00:00;2015-09-15 00:00:00
53;13;0;2015-06-17 00:00:00;2015-06-18 00:00:00
55;55;186;2015-08-26 00:00:00;2015-08-27 00:00:00
56;27;0;2015-06-22 00:00:00;2015-06-24 00:00:00
57;56;186;2015-08-19 00:00:00;2015-08-20 00:00:00
59;59;115;2015-07-03 00:00:00;2015-07-07 00:00:00
60;60;119;2015-07-03 00:00:00;2015-07-05 00:00:00
61;60;119;1000-01-01 00:00:00;1000-01-01 00:00:00
62;62;186;2015-07-06 00:00:00;2015-07-07 00:00:00
63;62;198;1000-01-01 00:00:00;1000-01-01 00:00:00
64;64;191;2015-07-07 00:00:00;2015-07-08 00:00:00
65;66;191;2015-07-10 00:00:00;2015-07-11 00:00:00
66;70;119;2015-07-11 00:00:00;2015-07-13 00:00:00
67;71;193;2015-07-13 00:00:00;2015-07-14 00:00:00
68;72;186;2015-07-13 00:00:00;2015-07-15 00:00:00
69;74;198;2015-09-27 00:00:00;2015-09-28 00:00:00
70;75;164;2015-07-21 00:00:00;2015-07-22 00:00:00
72;77;170;2015-08-16 00:00:00;2015-08-17 00:00:00
73;78;198;2015-07-26 00:00:00;2015-07-27 00:00:00
74;75;164;2015-07-27 00:00:00;2015-07-28 00:00:00
75;78;198;1000-01-01 00:00:00;1000-01-01 00:00:00
76;78;198;1000-01-01 00:00:00;1000-01-01 00:00:00
77;78;198;1000-01-01 00:00:00;1000-01-01 00:00:00
78;75;164;2015-08-02 00:00:00;2015-08-03 00:00:00
79;75;164;2015-08-10 00:00:00;2015-08-11 00:00:00
80;79;103;2015-08-01 00:00:00;2015-08-05 00:00:00
81;82;198;2015-09-24 00:00:00;2015-09-24 00:00:00
82;62;186;2015-09-01 00:00:00;2015-09-02 00:00:00
83;62;186;2015-09-15 00:00:00;2015-09-16 00:00:00
84;16;115;2015-10-18 00:00:00;2015-10-19 00:00:00
85;85;115;2015-08-18 00:00:00;2015-08-20 00:00:00
86;88;115;2015-09-10 00:00:00;2015-09-15 00:00:00
87;77;198;1000-01-01 00:00:00;1000-01-01 00:00:00
88;95;193;2015-09-16 00:00:00;2015-09-17 00:00:00
89;96;186;2015-08-15 00:00:00;2015-08-24 00:00:00
90;103;198;2015-08-26 00:00:00;2015-08-27 00:00:00
92;106;198;2015-10-12 00:00:00;2015-10-22 00:00:00
93;108;197;2015-10-02 00:00:00;2015-10-09 00:00:00
94;111;198;2015-10-04 00:00:00;2015-10-05 00:00:00
95;112;123;2015-10-12 00:00:00;2015-10-13 00:00:00
96;113;123;2015-10-06 00:00:00;2015-10-07 00:00:00
97;116;198;2015-10-02 00:00:00;2015-10-07 00:00:00
98;117;197;2015-10-21 00:00:00;2015-10-22 00:00:00
99;118;145;2015-09-19 00:00:00;2015-09-22 00:00:00
100;107;198;2015-10-12 00:00:00;2015-10-23 00:00:00
102;25;186;2015-10-14 00:00:00;2015-10-15 00:00:00
103;127;197;2015-10-02 00:00:00;2015-10-09 00:00:00
104;128;198;2015-11-06 00:00:00;1000-01-01 00:00:00
105;130;198;2015-10-12 00:00:00;2015-10-22 00:00:00
106;112;123;2015-11-15 00:00:00;2015-11-16 00:00:00
107;132;115;2015-11-07 00:00:00;2015-11-08 00:00:00
108;133;198;2015-11-30 00:00:00;2015-12-01 00:00:00
109;134;115;2015-12-10 00:00:00;2015-12-11 00:00:00
110;135;164;2015-11-04 00:00:00;2015-11-05 00:00:00
111;139;198;2015-11-04 00:00:00;2015-11-05 00:00:00
112;140;115;2016-05-05 00:00:00;2016-05-08 00:00:00
113;142;198;2016-05-04 00:00:00;2016-05-05 00:00:00
114;142;198;2016-05-18 00:00:00;2016-05-19 00:00:00
115;144;115;2016-07-11 00:00:00;2016-07-12 00:00:00
116;145;123;2016-02-13 00:00:00;2016-02-14 00:00:00
117;147;197;2015-12-27 00:00:00;2015-12-31 00:00:00
118;28;138;1000-01-01 00:00:00;1000-01-01 00:00:00
119;148;123;2016-02-07 00:00:00;2016-02-09 00:00:00
121;149;198;2016-04-22 00:00:00;2016-04-23 00:00:00
123;151;115;2015-12-14 00:00:00;2015-12-15 00:00:00
124;157;198;2016-06-05 00:00:00;2016-06-06 00:00:00
125;158;198;2016-05-08 00:00:00;2016-05-09 00:00:00
126;159;198;2016-04-20 00:00:00;2016-04-21 00:00:00
127;160;198;2016-05-22 00:00:00;2016-05-23 00:00:00
129;165;178;2016-06-11 00:00:00;2016-06-12 00:00:00
131;169;186;2016-05-11 00:00:00;2016-05-12 00:00:00
132;172;193;2016-07-04 00:00:00;2016-07-06 00:00:00
133;173;115;2016-05-02 00:00:00;2016-05-03 00:00:00
134;175;198;2016-06-11 00:00:00;2016-06-14 00:00:00
136;182;170;2016-06-12 00:00:00;2016-06-13 00:00:00
137;184;115;2016-04-20 00:00:00;2016-04-21 00:00:00
138;185;198;2016-04-19 00:00:00;2016-04-21 00:00:00
139;178;198;2016-07-09 00:00:00;2016-07-10 00:00:00
141;148;123;2016-02-07 00:00:00;2016-02-09 00:00:00
142;145;123;2016-02-13 00:00:00;2016-02-14 00:00:00
143;203;198;2016-03-29 00:00:00;2016-03-31 00:00:00
144;167;115;2016-10-12 00:00:00;2016-10-13 00:00:00
145;214;198;2016-06-05 00:00:00;2016-06-09 00:00:00
146;219;198;2016-03-09 00:00:00;2016-03-10 00:00:00
147;220;164;2016-07-30 00:00:00;2016-07-31 00:00:00
148;220;164;2016-08-07 00:00:00;2016-08-08 00:00:00
149;223;198;2016-04-19 00:00:00;2016-04-21 00:00:00
150;116;198;2016-04-15 00:00:00;2016-04-20 00:00:00
152;224;186;2016-06-13 00:00:00;2016-06-16 00:00:00
153;225;198;2016-06-14 00:00:00;2016-06-15 00:00:00
154;226;198;2016-04-02 00:00:00;2016-04-03 00:00:00
156;229;115;2016-03-25 00:00:00;2016-03-26 00:00:00
157;232;115;2016-07-16 00:00:00;2016-07-18 00:00:00
159;234;138;2016-04-09 00:00:00;2016-04-11 00:00:00
161;235;138;2016-04-21 00:00:00;2016-04-23 00:00:00
162;235;138;2016-04-23 00:00:00;2016-04-25 00:00:00
163;71;178;2016-08-22 00:00:00;2016-08-23 00:00:00
164;236;123;2016-07-09 00:00:00;2016-07-10 00:00:00
165;239;115;2016-07-13 00:00:00;2016-07-14 00:00:00
166;244;115;2016-05-09 00:00:00;2016-05-10 00:00:00
167;245;198;2016-06-10 00:00:00;2016-06-11 00:00:00
168;246;186;2016-08-21 00:00:00;2016-08-22 00:00:00
169;252;193;2016-05-27 00:00:00;2016-06-02 00:00:00
170;254;115;2016-05-13 00:00:00;2016-05-15 00:00:00
171;255;198;2016-06-03 00:00:00;2016-06-07 00:00:00
172;258;115;2016-05-26 00:00:00;2016-05-30 00:00:00
173;71;186;2016-06-08 00:00:00;2016-06-09 00:00:00
174;259;186;2016-05-06 00:00:00;2016-05-07 00:00:00
175;263;115;2016-05-22 00:00:00;2016-05-24 00:00:00
176;264;198;2016-06-09 00:00:00;2016-06-12 00:00:00
177;264;198;2016-06-13 00:00:00;2016-06-15 00:00:00
178;266;115;2016-05-20 00:00:00;2016-05-23 00:00:00
179;177;198;2016-10-31 00:00:00;2016-11-02 00:00:00
182;270;103;2016-08-16 00:00:00;2016-08-17 00:00:00
183;271;198;2016-05-06 00:00:00;2016-05-07 00:00:00
184;272;198;2016-06-08 00:00:00;2016-06-09 00:00:00
185;273;198;2016-06-18 00:00:00;2016-06-19 00:00:00
186;275;186;2016-09-11 00:00:00;2016-09-12 00:00:00
187;276;138;2016-06-01 00:00:00;2016-06-02 00:00:00
188;277;198;2016-06-06 00:00:00;2016-06-07 00:00:00
190;281;170;2016-07-16 00:00:00;2016-07-17 00:00:00
191;269;115;2016-06-15 00:00:00;2016-06-18 00:00:00
192;282;178;2016-08-20 00:00:00;2016-08-23 00:00:00
194;287;198;2016-06-24 00:00:00;2016-06-25 00:00:00
195;288;198;2016-06-03 00:00:00;2016-06-04 00:00:00
197;298;198;2016-07-02 00:00:00;2016-07-04 00:00:00
200;300;115;2016-07-24 00:00:00;2016-07-25 00:00:00
202;305;123;2016-07-14 00:00:00;2016-07-15 00:00:00
203;308;191;2016-08-16 00:00:00;2016-08-20 00:00:00
204;309;198;2016-06-13 00:00:00;2016-06-14 00:00:00
205;311;170;2016-08-29 00:00:00;2016-08-30 00:00:00
206;16;115;2016-06-18 00:00:00;2016-06-19 00:00:00
207;315;115;2016-09-01 00:00:00;2016-09-10 00:00:00
208;317;106;2016-07-01 00:00:00;2016-07-03 00:00:00
209;329;186;2016-06-24 00:00:00;2016-06-26 00:00:00
210;329;186;2016-06-26 00:00:00;2016-06-27 00:00:00
211;321;129;2016-06-21 00:00:00;2016-06-23 00:00:00
212;330;145;2016-07-28 00:00:00;2016-08-16 00:00:00
213;283;129;2016-06-15 00:00:00;2016-06-18 00:00:00
215;343;198;2016-10-11 00:00:00;2016-10-12 00:00:00
217;346;198;2016-10-05 00:00:00;2016-10-06 00:00:00
218;348;198;2016-09-07 00:00:00;2016-09-08 00:00:00
221;352;198;2016-07-11 00:00:00;2016-07-13 00:00:00
222;71;197;2016-09-02 00:00:00;2016-09-03 00:00:00
223;252;193;2016-06-28 00:00:00;2016-06-30 00:00:00
224;299;164;2016-07-28 00:00:00;2016-07-29 00:00:00
225;353;197;2016-09-27 00:00:00;2016-09-28 00:00:00
226;357;198;2016-09-07 00:00:00;2016-09-08 00:00:00
227;359;198;2016-09-17 00:00:00;2016-09-18 00:00:00
228;360;186;2016-08-23 00:00:00;2016-08-24 00:00:00
229;361;115;2016-08-19 00:00:00;2016-08-28 00:00:00
231;362;198;2016-08-14 00:00:00;1000-01-01 00:00:00
232;362;198;2016-08-04 00:00:00;1000-01-01 00:00:00
233;369;198;2016-10-03 00:00:00;2016-10-05 00:00:00
234;370;115;2016-09-19 00:00:00;2016-09-20 00:00:00
235;372;198;2016-09-03 00:00:00;2016-09-04 00:00:00
236;374;115;2017-08-15 00:00:00;2017-08-17 00:00:00
237;375;198;2016-09-18 00:00:00;2016-09-19 00:00:00
238;147;197;2016-12-27 00:00:00;2016-12-30 00:00:00
239;376;115;2017-01-06 00:00:00;2017-01-11 00:00:00
240;377;115;2016-09-03 00:00:00;2016-09-09 00:00:00
241;379;198;2016-08-28 00:00:00;2016-08-29 00:00:00
242;380;198;2017-04-19 00:00:00;2017-04-20 00:00:00
243;381;198;2016-10-09 00:00:00;2016-10-10 00:00:00
244;361;115;2016-09-02 00:00:00;2016-09-04 00:00:00
245;116;198;2016-10-07 00:00:00;2016-10-12 00:00:00
246;386;115;2016-10-26 00:00:00;2016-10-29 00:00:00
247;361;115;2016-09-06 00:00:00;2016-09-07 00:00:00
248;387;198;2016-10-05 00:00:00;2016-10-11 00:00:00
249;107;198;2016-10-10 00:00:00;1000-01-01 00:00:00
250;393;198;2016-09-15 00:00:00;2016-09-18 00:00:00
251;395;198;2016-10-09 00:00:00;1000-01-01 00:00:00
252;16;115;2016-10-07 00:00:00;2016-10-08 00:00:00
253;398;198;2016-10-05 00:00:00;2016-10-06 00:00:00
255;137;176;2016-12-04 00:00:00;2016-12-05 00:00:00
256;431;198;2016-11-04 00:00:00;2016-11-05 00:00:00
257;428;198;2016-12-07 00:00:00;2016-12-08 00:00:00
258;434;198;2017-04-17 00:00:00;2017-04-18 00:00:00
259;144;115;2017-07-10 00:00:00;2017-07-11 00:00:00
260;435;123;2017-04-01 00:00:00;2017-04-02 00:00:00
261;448;198;2017-05-22 00:00:00;2017-05-23 00:00:00
262;452;115;2017-04-01 00:00:00;2017-04-04 00:00:00
263;453;198;2017-05-05 00:00:00;2017-05-06 00:00:00
264;88;115;2017-03-24 00:00:00;2017-03-28 00:00:00
265;172;193;2017-07-15 00:00:00;2017-07-17 00:00:00
266;462;193;2017-06-13 00:00:00;2017-06-14 00:00:00
267;463;193;2017-03-13 00:00:00;2017-03-16 00:00:00
268;464;198;2017-04-14 00:00:00;2017-04-16 00:00:00
269;451;197;2017-07-06 00:00:00;2017-07-07 00:00:00
270;443;198;2017-04-01 00:00:00;2017-04-13 00:00:00
272;501;115;2017-06-19 00:00:00;2017-06-20 00:00:00
273;504;115;2017-07-26 00:00:00;2017-07-27 00:00:00
274;505;198;2017-06-25 00:00:00;2017-06-26 00:00:00
275;510;198;2017-04-28 00:00:00;2017-04-29 00:00:00
276;511;198;2017-05-13 00:00:00;2017-05-14 00:00:00
277;490;115;2017-06-29 00:00:00;2017-07-02 00:00:00
278;512;198;2017-04-11 00:00:00;2017-04-13 00:00:00
279;255;198;2017-06-02 00:00:00;2017-06-06 00:00:00
280;517;115;2017-05-19 00:00:00;2017-05-21 00:00:00
281;465;115;2017-08-02 00:00:00;2017-08-03 00:00:00
